timestamp,contract_type,action_taken,tx_hash,range_width_multiplier_setting,predictedPrice_api,predictedTick_calculated,external_api_eth_price,actualPrice_pool,sqrtPriceX96_pool,currentTick_pool,targetTickLower_offchain,targetTickUpper_offchain,initial_contract_balance_token0,initial_contract_balance_token1,currentTickLower_contract,currentTickUpper_contract,currentLiquidity_contract,finalTickLower_contract,finalTickUpper_contract,finalLiquidity_contract,amount0_provided_to_mint,amount1_provided_to_mint,fees_collected_token0,fees_collected_token1,num_swaps_executed,gas_used,gas_cost_eth,error_message
2025-07-19 04:08:30,Baseline,fees_collect_only_success,0xd807ccf475fa37be0583bd21f87e9387b0467ff974db5270dcc385060966a35e,20,3564.163576712608,194533,3594.59,3585.64816274576764268348414326825612456021291342824547291226108293061645310092,1323109377155548598457080588042824,194472,194370,194570,2000000000000,50000000000000000000,0,0,0,194340,194540,561956429114711233,156327882429,49999999999999999973,37411763,16532043854093546,35,485459,0.000643280218889854,
2025-07-19 08:08:11,Baseline,fees_collect_only_success,0x9fdcd7a847be0046850e5602708ebdb031837aeb29ba9854aae828690975b686,20,3569.1470106697084,194519,3574.77,3564.97129411486619393574190395742654402355522635474710153893549559671389795822,1326940853250135444082381693520778,194530,194430,194630,2000000000000,50000000000000000000,0,0,0,194400,194600,582118085611144324,168419345887,49999999999999999948,55927130,22467904976549657,35,519519,0.000660529707451614,
2025-07-19 12:08:24,Baseline,fees_collect_only_success,0xcbcc47e9f11bf81d81d7ae75c30193291e21914ca01efe514091633b8c59e334,20,3569.782293423414,194517,3553.60,3560.60820803568598523334241220789901565240535317328451445814519306283394461369,1327753605498539370370204383304490,194543,194440,194640,2000000000000,50000000000000000000,0,0,0,194460,194660,590150811805301068,173225152788,49999999999999999994,74823016,16507856380199621,35,519603,0.000664825503453069,
2025-07-19 16:08:10,Baseline,fees_collect_only_success,0xde59f1cfc9b30cb7284f3db4872e91c4481c65536cd0287f1dacc550c184b4bc,20,3552.4061599552633,194566,3552.58,3549.46585327880387688773326729457601360000210013552779901925170650121293809172,1329835990576601188338340187233231,194574,194470,194670,2000000000000,50000000000000000000,0,0,0,194450,194650,567138501634757194,159533268576,49999999999999999916,45526905,17341145065790546,35,604796,0.000886457190809916,
2025-07-19 20:08:21,Baseline,fees_collect_only_success,0xf11b19913560be901a25680c9b5ad455305e00fd68f16d79ac356d0cdbb69b1c,20,3579.3865077495575,194490,3579.37,3577.75628702697869770661543878356366805711987504888051657633015526872938079794,1324567841915087425621488197236551,194495,194390,194590,2000000000000,50000000000000000000,0,0,0,194390,194590,578256450553601083,166110021975,49999999999999999949,25841088,7536984260814067,35,604824,0.000723751149153648,
2025-07-20 00:08:23,Baseline,fees_collect_only_success,0x5447345eb679087891b0ca1391a62a93960382e2e48f9a4e0d6ce78cfddb23c4,20,3601.7554468023777,194428,3592.69,3596.75155449515046404698671965728997301889271957717931284888592075591121708201,1321065538839443855506839555246854,194442,194340,194540,2000000000000,50000000000000000000,0,0,0,194350,194550,600600852565622833,179443525989,50000000000000000000,35923741,7983134389040841,35,514943,0.000593195325849269,
2025-07-20 04:08:33,Baseline,fees_collect_only_success,0x5e1d6425fb9ea1be1f1355c71fcb545993c3addc680391f339ba38c225e7cf57,20,3667.8728472805024,194246,3660.87,3663.25427591498553355964037173031113968835025257366740293272558100121943132296,1309019304103936214778453372952022,194258,194150,194350,2000000000000,50000000000000000000,0,0,0,194160,194360,563403631260543213,156974821396,49999999999999999928,40517999,9005265554033524,35,485403,0.000665163593870040,
2025-07-20 08:08:13,Baseline,fees_collect_only_success,0xb5025e99181d4032e6fed7adb6c709150ff8e6dac1319f4eded46a05cd6ba5cd,20,3700.258920249939,194158,3676.77,3675.34147427404290502553754299919085235596185212645558718789603744576296957814,1306865027228788179142675181681704,194225,194120,194320,2000000000000,50000000000000000000,0,0,0,194130,194330,584464620837716076,169664524096,49999999999999999963,38954492,8656296261771251,35,519603,0.000673654426679682,
2025-07-20 12:08:18,Baseline,fees_collect_only_success,0xe2b896edb79bbf5e01f063d3e7ecc885f3c7e8aec3624cc09242be211f670a6f,20,3751.9675853347776,194019,3752.78,3748.57287970051384011380466948706882857178919456839055595584659615914526867601,1294036732364914809882128065665212,194028,193920,194120,2000000000000,50000000000000000000,0,0,0,193910,194110,612187606309062328,186431628105,49999999999999999957,33734479,13558362840589656,35,519687,0.000916541349737265,
2025-07-20 16:08:31,Baseline,fees_collect_only_success,0x6b24b36a96d89726d7572bfa809df1b974f41c45df49cc45bc1b9883445ed656,20,3780.5396898722647,193943,3787.32,3777.62299010948699645105197120114549116633025332408587619339323072693537071693,1289051526033844454117090268651323,193951,193850,194050,2000000000000,50000000000000000000,0,0,0,193830,194030,597644066379023826,177498552411,49999999999999999954,32220113,12951172643234593,35,564296,0.001204223831080400,
2025-07-20 20:08:17,Baseline,fees_collect_only_success,0xc331194ef3b1489e8bd9c3072b034a1a2738bec5b70b1ac5e2a79ed0ea86509d,20,3752.1635375475885,194019,3750.20,3748.93376637720317099577125034297733008444112097119248770093863933658395229622,1293974446407851221794236515396348,194027,193920,194120,2000000000000,50000000000000000000,0,0,0,193910,194110,563018225543690971,156383198944,49999999999999999949,33934058,11013648716776485,35,519687,0.000864099819795933,
2025-07-21 00:08:17,Baseline,fees_collect_only_success,0xc8337720dd93f53ac31fede2ec4ad48a1abb85102a895310e21825b19d5a058f,20,3746.194094774723,194034,3756.41,3750.29687802469372463597955231080187215619094321050107718530124034756577861876,1293739266100811335842502881834070,194024,193920,194120,2000000000000,50000000000000000000,0,0,0,193890,194090,575237373506624725,163825266148,49999999999999999920,27271263,13636134981662421,35,519575,0.000659745889983775,
2025-07-21 04:08:19,Baseline,fees_collect_only_success,0x2f95cf42bbeecee302da06ba80736b57c4131da73feab752072477a1d272ecd4,20,3729.9397167277334,194078,3760.72,3752.51821401396030653066305816412551302429232423450420011575064365919166663403,1293356289276761324721905168208898,194018,193910,194110,2000000000000,50000000000000000000,0,0,0,193900,194100,583643481621057536,168976643312,49999999999999999932,13034401,6517816578073907,35,519603,0.000643638024997023,
